id,tipo,id_publicacion,partido,comentario,likes_comentario,usuario,nombre_usuario,fecha_comentario,platform,tematica,opinion
18315296629275856,comentario,3904140576223701665,Ana Maria Martínez,Grandes!!! 🔥❤️,0,roxy_van3,-,2026-05-28,instagram,otros,neutra
18115597750757247,comentario,3904140576223701665,Ana Maria Martínez,🔥🔥,1,mariasierrasnif,-,2026-05-24,instagram,otros,negativa
18051968468760118,comentario,3904140576223701665,Ana Maria Martínez,👏🙌❤️ craks😍,1,caputxeta_llop,-,2026-05-24,instagram,otros,positiva
18088672040621682,comentario,3891171473658877905,Ajuntament de Rubí,Anda que bien...y los barracones de la escuela del bosc ahí siguen,0,esteralvarez_92,-,2026-05-28,instagram,servicios_publicos,positiva
17950745064171229,comentario,3891171473658877905,Ajuntament de Rubí,Dos puentes juntos..... Que barbaridad,0,venan1,-,2026-05-19,instagram,otros,neutra
18121026214651884,comentario,3891171473658877905,Ajuntament de Rubí,"i ja seria un miracle si féssiu una via verda cap a les urbanitzacions de dalt del tot perquè la gent pugui passejar des de Can Sola fins al poble, 😃",0,cacetru,-,2026-05-11,instagram,servicios_publicos,neutra
17880454026577813,comentario,3891171473658877905,Ajuntament de Rubí,"Que ironico que un pais colonizador de sienta “colonizado” por un especie tan hermosa como la Cotorra Argentina.
Dan asco y verguenza, el mundo los aborrece. Porque mejor no usan ese tiempo, plata y energia en sacar a los musulmanes e ilegales que se les mete? Vomitivo.",0,quili.guitar,-,2026-05-10,instagram,urbanismo_limpieza,negativa
18094091654234883,comentario,3891171473658877905,Ajuntament de Rubí,Pues menos mal que hay una empresa que lo necesita porque si lo necesitamos los ciudadanos no sé si lo harían,2,mllui62,-,2026-05-08,instagram,economia_empresa,neutra
18588311173036491,comentario,3898440855283317521,Partido Popular de Barcelona,👏👏👏,1,nnggrubi,-,2026-05-19,instagram,otros,positiva
17885610477558187,comentario,3899707682749175425,Ana Maria Martínez,"A BERTUS, com a elaboradors de cervesa a Rubí, molt agraïts per la organització de la Fira i la promoció de la cervesa artesana",1,bertus_cervesa,-,2026-05-20,instagram,cultura_fiestas,neutra
17929871076271810,comentario,3899707682749175425,Ana Maria Martínez,👏👏👏👏👏,0,josefahidalgoromero,-,2026-05-18,instagram,otros,positiva
18141809719510478,comentario,3899707682749175425,Ana Maria Martínez,"No surten mai les parades de Rubí,  quina llàstima!!",0,dani_ramoneda,-,2026-05-18,instagram,otros,negativa
17889941235508721,comentario,3902759980035562267,Ana Maria Martínez,👏👏🏻,1,graciapecor,-,2026-05-23,instagram,otros,positiva
18472620712099272,comentario,3902759980035562267,Ana Maria Martínez,😂,0,cerdancarrete,-,2026-05-22,instagram,otros,neutra
18096799769152500,comentario,3902759980035562267,Ana Maria Martínez,👏👏👏,1,lasuite_rubi,-,2026-05-22,instagram,otros,positiva
17856565158646111,comentario,3896647805414507500,Ajuntament de Rubí,Nivelazo de tapas!!!,0,gadea919,-,2026-05-14,instagram,otros,neutra
18065457992706214,comentario,3896647805414507500,Ajuntament de Rubí,Para los que trabajamos de tarde cómo que no😢😢,1,jojes9,-,2026-05-14,instagram,otros,negativa
18106106327493233,comentario,3896647805414507500,Ajuntament de Rubí,Muyyy deliiii 🤤🤤🤤🤤🤤,0,stephania_cv_,-,2026-05-14,instagram,otros,neutra
18009524513715159,comentario,3896647805414507500,Ajuntament de Rubí,"Que ironico que un pais colonizador de sienta “colonizado"" por un especie tan hermosa como la Cotorra Argentina.
Dan asco y verguenza, el mundo los aborrece.
Porque mejor no usan ese tiempo, plata y energia en sacar a los musulmanes e ilegales que se les mete? Vomitivo.",0,quili.guitar,-,2026-05-20,instagram,urbanismo_limpieza,negativa
18121598449655852,comentario,3899080423035280102,Partido Popular de Rubí,Vaya (des)gobierno tiene Rubí. Queremos unas urbanizaciones de primera!! 👏👏👏,1,nnggrubi,-,2026-05-19,instagram,politica,positiva
17928961290273086,comentario,3899080423035280102,Partido Popular de Rubí,😮,0,expositolachica,-,2026-05-17,instagram,otros,neutra
18048986717543104,comentario,3894460178863126499,Ajuntament de Rubí,🐾🐾🐾,0,helpguau,-,2026-05-25,instagram,otros,neutra
18090379700605640,comentario,3894460178863126499,Ajuntament de Rubí,"Bon dia, per fer voluntariat ?",0,lili_ari_txell,-,2026-05-11,instagram,tecnologia_innovacio,neutra
18122806222713936,comentario,3894460178863126499,Ajuntament de Rubí,Y por favor hacer campañas para los ciudadanos que la gente sepa como adoptar los animales recogidos de la ciudad .,0,yo_misma_45,-,2026-05-11,instagram,politica,neutra
17910531849399622,comentario,3894460178863126499,Ajuntament de Rubí,"Por fin !!!! Que se empiecen a publicar animales que son recogidos de la ciudad de rubi y llevados a las protectoras . Por q parecía que en Rubí no se recogían perros y era todo fantástico . Los animales no son coches donde se aparcan , hay q dar visibilidad para que los ciudadanos podamos adoptarlos . LOS ANIMALES IMPORTAN .",1,yo_misma_45,-,2026-05-11,instagram,animals_fauna,positiva
18437043019190862,comentario,3894460178863126499,Ajuntament de Rubí,😍😍😍😍😍,0,robelitay,-,2026-05-11,instagram,otros,positiva
18105087371294503,comentario,3894460178863126499,Ajuntament de Rubí,@mimivitug Hola. Pots escriure a benestaranimal@ajrubi.cat,0,rubi_ciutat,-,2026-05-12,instagram,animals_fauna,neutra
18110891797905531,comentario,3900559573541590168,Partido Popular de Rubí,💙💙💙,0,yolandalagoapalomo,-,2026-05-21,instagram,otros,positiva
18116981935813806,comentario,3900559573541590168,Partido Popular de Rubí,@jordi__arnaiz y @susanamendez.01 . Defendiendo lo indefendible👏,1,1980karolina,-,2026-05-20,instagram,otros,positiva
18102446189055647,comentario,3900559573541590168,Partido Popular de Rubí,@adrianfzga_ y qué casualidad que va hacer el vídeo allí jajaja el día que iban arreglar un muro privado en carretera de Terrasa y ooohhh casualidad va y se hace un vídeo jaja,0,susanamendez.01,-,2026-05-20,instagram,urbanismo_limpieza,neutra
17874635310606332,comentario,3893920004779890226,Ajuntament de Rubí,👏👏👏👏👏🙏,2,_delfi_bara,-,2026-05-13,instagram,otros,positiva
18076587311230191,comentario,3893920004779890226,Ajuntament de Rubí,👏👏👏,0,tastdemar,-,2026-05-11,instagram,otros,positiva
17979935504846615,comentario,3893920004779890226,Ajuntament de Rubí,🙌🏻🔥,2,duinclub,-,2026-05-11,instagram,otros,neutra
17926268697314587,comentario,3893920004779890226,Ajuntament de Rubí,Solo decir GRACIAS GRACIAS GRACIAS voluntaria de oncolliga 💗💗💗💗💗💗💗💗,3,cormandala,-,2026-05-10,instagram,deporte,positiva
18090091205575446,comentario,3893920004779890226,Ajuntament de Rubí,👏👏👏👏👏👏,0,anamariarodrigezllamas,-,2026-05-10,instagram,otros,positiva
17928249189295372,comentario,3893920004779890226,Ajuntament de Rubí,Cuantas/tos llegaron a la meta (corriendo) ?,0,rafaelmontes6690,-,2026-05-10,instagram,otros,neutra
17893671306334498,comentario,3893920004779890226,Ajuntament de Rubí,😍😍👏👏👏,1,mercader_teresa,-,2026-05-10,instagram,otros,positiva
18099734201084834,comentario,3897707131524696050,Partido Popular de Barcelona,Queremos un hospital. No nos conformamos con menos. 👏👏👏,0,nnggrubi,-,2026-05-16,instagram,salut_sanitat,positiva
17990954720986376,comentario,3897707131524696050,Partido Popular de Barcelona,Bravo 💙💙💙,0,yolandalagoapalomo,-,2026-05-16,instagram,reaccio_emocional,positiva
17861943162690320,comentario,3900631838896480392,Ajuntament de Rubí,😍😍❤️,0,mariajosepmontobbio,-,2026-05-23,instagram,otros,positiva
18124878520715958,comentario,3900631838896480392,Ajuntament de Rubí,precioso!!!!❤️🙌❤️,0,cazorlacris,-,2026-05-21,instagram,otros,positiva
18112885918872085,comentario,3900631838896480392,Ajuntament de Rubí,🔥🔥🔥🔥🔥,0,graciapecor,-,2026-05-20,instagram,otros,negativa
18005081396872220,comentario,3900631838896480392,Ajuntament de Rubí,"El programa que he vist a la web es de les funcions en línea, però no he vist les altres..",0,akistic24,-,2026-05-19,instagram,transport_public,neutra
18135660163481666,comentario,3900631838896480392,Ajuntament de Rubí,🔥🔥🔥,0,flexo_maxo,-,2026-05-19,instagram,otros,negativa
17908141365410239,comentario,3900631838896480392,Ajuntament de Rubí,"Aquí si se hace la foto,en la huelga de profes,el ratolin se esconde,que asco",0,luisvillarf,-,2026-05-19,instagram,urbanismo_limpieza,negativa
18233477092310311,comentario,3900631838896480392,Ajuntament de Rubí,10! ♥️,0,moisesrodriguezcanton,-,2026-05-19,instagram,otros,neutra
18105722782748219,comentario,3900631838896480392,Ajuntament de Rubí,Wwwooowwww!!! Que fort!! 10 anys!!! 😍😍🔥🔥🔥🙌🙌,2,msol70,-,2026-05-19,instagram,otros,positiva
17955510467966227,comentario,3897551178645018761,Ajuntament de Rubí,😍👏👏❤️,0,mariajosepmontobbio,-,2026-05-18,instagram,otros,positiva
18593925529047862,comentario,3897551178645018761,Ajuntament de Rubí,🙌♥️,0,pau_miguel_,-,2026-05-17,instagram,otros,positiva
17947780872175186,comentario,3897551178645018761,Ajuntament de Rubí,"Molts records, una lluitadora incansable contra el feixisme i en defensa de les llibertats. D'esquerres i com ella deia sempre comunista i feminista. Fa poc des de la regidoria de Memòria Democràtica van col·laborar amb @sala_neus_catala i @edradisseny  EdRa posant en marxa una llamborda digital en el seu record. 
👉🏼 👉🏼 https://www.rubi.cat/ca/temes/memoria-democratica/deportacio/neus-catala-i-palleja/el-seu-record-a-rubi",1,jordi__arnaiz,-,2026-05-16,instagram,tecnologia_innovacio,positiva
17993100746976162,comentario,3897551178645018761,Ajuntament de Rubí,"Van tenir molta sort en conèixer vam tenir la sort de conèixer-la en persona i que estigués a la nostra ciutat, moltes activitats van fer amb ella i moltes converses, sempre amb  aquesta força per defensar els drets democràtic i lluitar contra el feixisme.👏",2,comunsrubi,-,2026-05-16,instagram,igualtat_diversitat,positiva
17870953005511153,comentario,3897551178645018761,Ajuntament de Rubí,❤️❤️❤️❤️✨,0,seta.gimeno,-,2026-05-16,instagram,otros,positiva
18007584365874289,comentario,3897551178645018761,Ajuntament de Rubí,Graaaaann❤️❤️❤️❤️,0,isaac_marques_de_la_fua,-,2026-05-16,instagram,otros,positiva
18125589679527188,comentario,3897551178645018761,Ajuntament de Rubí,@soniagonzalez_cuchuart jo tb m'enrecordo d'ella... 😍😍😍 q guapa surt,1,subabar76,-,2026-05-16,instagram,tecnologia_innovacio,positiva
18067099079375165,comentario,3897551178645018761,Ajuntament de Rubí,Gràcies per explicar aquesta vivència amb Neus Català...❤️❤️❤️,3,nuria.s.lacambra,-,2026-05-16,instagram,tecnologia_innovacio,positiva
18081838442573135,comentario,3897551178645018761,Ajuntament de Rubí,"Gràcies Sonia, clar i entenedor👏👏👏❤️",1,montse3sa,-,2026-05-16,instagram,tecnologia_innovacio,positiva
18138158161550112,comentario,3908460918624921782,En Comú Podem Rubí,Fira de la primavera 🌻,0,ecp_rubi,-,2026-05-30,instagram,cultura_fiestas,neutra
18321177052252116,comentario,3898932070190470759,Ajuntament de Rubí,Que pesaditos con el género 🤦🏻 creo que hay cosas más importantes que está 💩,1,javitr77,-,2026-05-17,instagram,otros,negativa
18094092425195011,comentario,3896149389299218457,Ajuntament de Rubí,Me parece genial 👏👏👏👏,0,anamariarodrigezllamas,-,2026-05-18,instagram,tecnologia_innovacio,positiva
18116055961701135,comentario,3896149389299218457,Ajuntament de Rubí,😍 inscrita! 😂👏👏👏,1,anna_mat1,-,2026-05-13,instagram,otros,positiva
18093669044518679,comentario,3896149389299218457,Ajuntament de Rubí,Allà hi serem🏃🏽‍♀️,1,irene_gea,-,2026-05-13,instagram,otros,neutra
18082291550429242,comentario,3896149389299218457,Ajuntament de Rubí,👏👏,1,condis_rubi_mercat,-,2026-05-13,instagram,otros,positiva
18131451244573287,comentario,3896149389299218457,Ajuntament de Rubí,"Que ironico que un pais colonizador de sienta “colonizado"" por un especie tan hermosa como la Cotorra Argentina.
Dan asco y verguenza, el mundo los aborrece.
Porque mejor no usan ese tiempo, plata y energia en sacar a los musulmanes e ilegales que se les mete? Vomitivo.",0,quili.guitar,-,2026-05-20,instagram,urbanismo_limpieza,negativa
18415608238181977,comentario,3891907326152834710,Ajuntament de Rubí,Muchas felicidades Pepe 🎂,0,charo3636godoy,-,2026-05-16,instagram,reaccio_emocional,positiva
18089853962258862,comentario,3891907326152834710,Ajuntament de Rubí,"Que ironico que un pais colonizador de sienta “colonizado” por un especie tan hermosa como la Cotorra Argentina.
Dan asco y verguenza, el mundo los aborrece. Porque mejor no usan ese tiempo, plata y energia en sacar a los musulmanes e ilegales que se les mete? Vomitivo.",0,quili.guitar,-,2026-05-10,instagram,urbanismo_limpieza,negativa
17879088522580579,comentario,3891907326152834710,Ajuntament de Rubí,Caramba que sorpresa. FELICITATS!!!🫶🫶🫶,0,asae_paucasals,-,2026-05-08,instagram,reaccio_emocional,positiva
18587336545059301,comentario,3891907326152834710,Ajuntament de Rubí,Muchas felicidades 😘😘,0,jorgefernandezpantoja,-,2026-05-08,instagram,reaccio_emocional,positiva
17859711141633126,comentario,3891907326152834710,Ajuntament de Rubí,"Muchas felicidades Pepe, está estupendo❤️",1,benaigesanna,-,2026-05-07,instagram,reaccio_emocional,positiva
18092757542332596,comentario,3891907326152834710,Ajuntament de Rubí,Está estupendo 👏👏👏 por muchos más,0,carmennnnn_martinezzzz,-,2026-05-07,instagram,otros,positiva
17875684260605259,comentario,3891907326152834710,Ajuntament de Rubí,Felicidades  y a seguir cumpliendo así de bien 🫂,0,lavidadelucy,-,2026-05-07,instagram,reaccio_emocional,positiva
18117251815663361,comentario,3891907326152834710,Ajuntament de Rubí,Felices 100Pepe!!🥰😘,0,vieta69,-,2026-05-07,instagram,otros,positiva
18062557085686351,comentario,3891907326152834710,Ajuntament de Rubí,"Muchas felicidades, Pepe! 😍",1,sanlloan,-,2026-05-07,instagram,reaccio_emocional,positiva
18014436575840127,comentario,3891907326152834710,Ajuntament de Rubí,La fotito como te encanta,2,luisvillarf,-,2026-05-07,instagram,otros,neutra
18329327905271033,comentario,3897522649234962583,Partido Popular de Rubí,"Adelante, limpieza de todo en Rubi",1,rafaelmontes6690,-,2026-05-17,instagram,urbanismo_limpieza,neutra
17965086785914650,comentario,3897522649234962583,Partido Popular de Rubí,Sobre todo limpieza!!,1,vastardin71,-,2026-05-15,instagram,urbanismo_limpieza,neutra
18115231843692848,comentario,3897522649234962583,Partido Popular de Rubí,Madre mía,2,ousmane_palou,-,2026-05-15,instagram,otros,neutra
18048330830781198,comentario,3897522649234962583,Partido Popular de Rubí,Ojalá!! Porque da asco Rubi y es una pena .,0,undossssssssh,-,2026-05-16,instagram,urbanismo_limpieza,negativa
18325524040253144,comentario,3904669367354820466,Radio Rubí,"Estaba muy rico el arroz y la 🍉😋, se lo habéis currado mucho.😘",0,orellanaeg,-,2026-05-25,instagram,otros,neutra
17925053448344320,comentario,3909354572671414265,En Comú Podem Rubí,Nou contracte de parcs i jardins 🌳,0,ecp_rubi,-,2026-05-31,instagram,medio_ambiente,neutra
18165567460429098,comentario,3909455660353887791,Jordi Arnaiz,#galiciacalidade 👏👏,1,comunsrubi,-,2026-06-01,instagram,tecnologia_innovacio,positiva
17910772620220220,comentario,3909455660353887791,Jordi Arnaiz,"Fiesta do camiño ,  un placer estar con la Irmandade Galega de Rubí. Gracias por seguir mantener viva las tradiciones,  la gastronomía y el cariño por Galicia y enriquecer la cultura de la ciudad.  Viva Galicia y viva Galicia",3,jordi__arnaiz,-,2026-06-01,instagram,cultura_fiestas,positiva
18112212616863434,comentario,3909455660353887791,Jordi Arnaiz,👏👏👏👏,3,ecp_rubi,-,2026-05-31,instagram,otros,positiva
18010649972715183,comentario,3904940244633942901,Ana Maria Martínez,😍😍❤️❤️,1,mariajosepmontobbio,-,2026-05-27,instagram,otros,positiva
18341752639170229,comentario,3910116968407105889,En Comú Podem Rubí,"Éxito de participación en la sesión sobre seguridad 🫆 digital . 🫶
Herramientas y orientaciones para evitar que te estafen, te roben los datos y te engañes . 
⚠️⚡ Muy Importante 💢 Ante la duda borra y elimina los mensajes y contacta con la entidad por el teléfono que tengas guardado porque puedas encontrar en la web oficial. 🔜 
La seguridad una prioridad ‼️",3,jordi__arnaiz,-,2026-06-01,instagram,tecnologia_innovacio,neutra
18113292811803249,comentario,3910116968407105889,En Comú Podem Rubí,Seguretat digital 🫆,1,ecp_rubi,-,2026-06-01,instagram,seguridad,neutra
17964486752936202,comentario,3909947977724927071,Sala Neus Català,Vine! Informa't! ℹ️,1,ecp_rubi,-,2026-06-01,instagram,otros,neutra
18400180858155120,comentario,3908615736809011003,Ana Maria Martínez,👏👏👏👏👏👏👏,1,jaimealvarezarrojo,-,2026-06-01,instagram,otros,positiva
17969043981109840,comentario,3908615736809011003,Ana Maria Martínez,😍😍❤️,0,mariajosepmontobbio,-,2026-05-31,instagram,otros,positiva
18153134107470186,comentario,3909786671016579961,Ana Maria Martínez,😍😍❤️,1,mariajosepmontobbio,-,2026-06-01,instagram,otros,positiva
18004798478925076,comentario,3909786671016579961,Ana Maria Martínez,"Sra alcaldesa Ana Maria Martínez,  me gustaría trabajar de agente de civismo,  sabes donde hay que informarme , soy una persona con discapacidad intelectual ¿¿y me podían cobrar??",0,ayoubelkasah_10,-,2026-06-01,instagram,politica,positiva
18082354997532455,comentario,3909786671016579961,Ana Maria Martínez,Aquest cap de setmana si que es podia anar a Sant Muç?,0,xavijardi,-,2026-06-01,instagram,salut_sanitat,neutra
18127621528614801,comentario,3889528260034474278,Veïns per Rubí (VR),"Pues aún no las han acabado,ahora mismo hay un agujero delante de la parada del autobús,al lado del transformador,y 3 planchas de hierro  repartidas por el trozo asfaltado,aparte de dos vallas que van de la valla de una casa al asfalto ( lo que te hace bajar a la calzada para poder andar por ahí) de momento solo vienen los sábados por la mañana a seguir con la obra",0,sasoma598,-,2026-05-29,instagram,servicios_publicos,neutra
18087296186372940,comentario,3889528260034474278,Veïns per Rubí (VR),"Rubí lo que necesita es gente que se implique con la ciudadanía, pero tú tampoco vales, ya que esa obra no es para la mejora del asfalto, sino una obra que ha hecho E-Distribución para una línea de media tensión. Las urbanizaciones están dejadas, pero date una vuelta más, porque no aciertas ni una, ¡fantasma!",0,lopezernestocarrasco,-,2026-05-21,instagram,obras_infraestructuras,neutra
18141313459518521,comentario,3889528260034474278,Veïns per Rubí (VR),Quería un día hablar con  husted  ya que tengo un problema desde hace 16 años y en su tiempo la señora alcaldesa no me quiso dar audiencia con ella,0,angigarmal,-,2026-05-12,instagram,politica,neutra
17961446385089343,comentario,3889528260034474278,Veïns per Rubí (VR),Una auténtica vergüenza y desastre total 🫤🫤🫤🫤,2,fatimamm.13,-,2026-05-04,instagram,reaccio_emocional,negativa
18142165231447319,comentario,3889528260034474278,Veïns per Rubí (VR),"Sinceramente, es una auténtica vergüenza el resultado. El asfalto está mal ejecutado, lleno de irregularidades y bultos, lo que da una sensación de dejadez total. Además, la zona ha quedado sucia y sin ningún tipo de acabado adecuado. Creo que, como vecinos, merecemos un trabajo bien hecho y unas condiciones dignas en nuestras calles.",1,_heroart.23_,-,2026-05-04,instagram,urbanismo_limpieza,negativa
18121061683639007,comentario,3889528260034474278,Veïns per Rubí (VR),"El que heu de fer tots els partits polítics de Rubí és denúncia totes aquestes coses que passen en el nostre poble per les xarxes socials, perquè la ciutadania s'assabenti del que està passant, perquè només apareix la senyora fent propaganda cada dia part tot arreu de què bé que ho fa tot.",1,veri1960,-,2026-05-04,instagram,politica,positiva
18111745138803163,comentario,3889528260034474278,Veïns per Rubí (VR),"Pues vaya empresa ,Rubí necesita un cambio pero desde hace años está todo muy dejado yó llevo 63 años viviendo en Rubí y pocas mejoras he visto",1,ladelsevillano62,-,2026-05-04,instagram,economia_empresa,neutra
18169752958416214,comentario,3889528260034474278,Veïns per Rubí (VR),"Todavia no se ni para que han sido esas obras, ni los trabajadores sabian que hacian, se lo preguntamos🤬",1,saurigil,-,2026-05-04,instagram,obras_infraestructuras,negativa
18059460410483253,comentario,3889528260034474278,Veïns per Rubí (VR),Lo que han hecho en esta carretera un asco más… contratos a dedo… se pagan sin control… se devuelven fianzas sin revisión de trabajo hecho.. estoy segura que si revisaran las empresas que hacen este trabajo son todas las mismas y si tiramos de quién son amigos y demás flipariamos….,2,maitervega,-,2026-05-04,instagram,economia_empresa,negativa
17888886054504550,comentario,3894888670569705027,Ana Maria Martínez,Magnífica representació pet la gent que va impulsar el barri. FELICITATS A L'ARTISTA...👏👏👏,0,nuria.s.lacambra,-,2026-05-17,instagram,reaccio_emocional,positiva
18083891495243879,comentario,3894888670569705027,Ana Maria Martínez,"Ho podeu repetir en català, sisplau ?",0,jordibobu,-,2026-05-14,instagram,otros,neutra
17974621095030270,comentario,3894888670569705027,Ana Maria Martínez,Que bonito homenaje a las personas que llevan toda su vida en el barrio como yo que llevo 63 años en can oriol,0,ballesterosdoloresmartin,-,2026-05-13,instagram,memoria_historia,positiva
18002537645747074,comentario,3894888670569705027,Ana Maria Martínez,Hay que fumigar todo Rubí está lleno de ratas y cucarachas suciedad y dejadez!! esto es una vergüenza 🤬,1,jessy.k_88,-,2026-05-13,instagram,urbanismo_limpieza,negativa
18093658409219764,comentario,3894888670569705027,Ana Maria Martínez,Está Rubí como para que se gasten el dinero en dibujos...que pena y que vergüenza!! 🤬,3,jessy.k_88,-,2026-05-13,instagram,reaccio_emocional,negativa
18585211486022291,comentario,3894888670569705027,Ana Maria Martínez,Empieza hacer cosas buenas por rubi que solo haces cosas en el centro acuérdate de las aceras otros barrios que no hacen nada,4,nico__cb,-,2026-05-13,instagram,urbanismo_limpieza,neutra
18128300470594089,comentario,3894888670569705027,Ana Maria Martínez,❤️,0,ariam1917,-,2026-05-12,instagram,otros,positiva
18066831347348571,comentario,3894888670569705027,Ana Maria Martínez,😮😂,0,perezaguirrea,-,2026-05-12,instagram,otros,neutra
18189925738373466,comentario,3897061592302374562,Ana Maria Martínez,"Enhorabuena por la gestión de la desocupación del inmueble de calle Valencia que ha salido por todas las televisiones, enhorabuena al juez por su rapida sentencia. Y enhorabuena a la familia que ha arriesgado su vida por recuperar su futura casa. Podría haber sido yo...hemos sido ejemplos de como en una semana se puede hacer justicia y no esperar dos años. Enhorabuena",0,reuven_sp,-,2026-05-15,instagram,okupacion,positiva
18076473098235776,comentario,3897061592302374562,Ana Maria Martínez,Sempre és benvinguda aquesta fira 🤗,1,maricarmenlopezontiveros,-,2026-05-15,instagram,cultura_fiestas,neutra
17866666959543245,comentario,3897061592302374562,Ana Maria Martínez,Qué detalle del ayuntamiento como invierte en fiestas para que el pueblo siga disfrutando  a lo grande ! Pero qué lástima que siga dejando las urbanizaciones con estética de jungla postapocalíptica . En las urbanizaciones os ahorramos el decorado de las fiestas 🎉 entre basuras y maleza queda un escenario espectacular 🍺 #rubicity #cerveza #,4,1980karolina,-,2026-05-15,instagram,urbanismo_limpieza,neutra
18102751015809403,comentario,3897061592302374562,Ana Maria Martínez,👏👏👏👏👏,1,isabelagudelomar,-,2026-05-15,instagram,otros,positiva
18088108523577261,comentario,3888088590660488198,Ajuntament de Rubí,"Que ironico que un pais colonizador de sienta “colonizado” por un especie tan hermosa como la Cotorra Argentina.
Dan asco y verguenza, el mundo los aborrece. Porque mejor no usan ese tiempo, plata y energia en sacar a los musulmanes e ilegales que se les mete? Vomitivo.",0,quili.guitar,-,2026-05-10,instagram,urbanismo_limpieza,negativa
18061970912423774,comentario,3888088590660488198,Ajuntament de Rubí,molt poc inclusiva aquesta publi no? @rubi_ciutat,0,gusa_1.8t,-,2026-05-03,instagram,otros,neutra
18121550926643348,comentario,3888088590660488198,Ajuntament de Rubí,"Pues debéis estar los mayores con el móvil,porque el puente sigue dando pena y las ratas debajo por dejadez empiezan a salir!!!decirle a la sonrisas,que no mire tanto el móvil,y pasee ,pero no a sonreír ,si no a mirar un poquito",0,luisvillarf,-,2026-05-02,instagram,gent_gran,neutra
18103444157489699,comentario,3888088590660488198,Ajuntament de Rubí,@quili.guitar pero que te fumas jajajaj,0,smartttttttt0,-,2026-05-13,instagram,otros,neutra
18103993093993257,comentario,3888088590660488198,Ajuntament de Rubí,"@smartttttttt0 cerra el hocico, gallega inmunda",0,quili.guitar,-,2026-05-13,instagram,otros,neutra
18099902600090548,comentario,3892503169525139774,Ana Maria Martínez,👏👏 suerte 🍀🫂,1,josefahidalgoromero,-,2026-05-20,instagram,otros,positiva
18182786947391615,comentario,3892503169525139774,Ana Maria Martínez,Que bien esta lo veo igual que siempre felicidades,0,maricarmenbrosed,-,2026-05-09,instagram,reaccio_emocional,positiva
17964881961094658,comentario,3892503169525139774,Ana Maria Martínez,Es el padre de mi amiga Margarita...lo veo genial y lo conocí con 13 años ...larga vida  Sr José 🥂🥳🎉,0,mai_oli_san,-,2026-05-09,instagram,tecnologia_innovacio,positiva
17925851997327039,comentario,3892503169525139774,Ana Maria Martínez,Per molts anys! 🩷,1,condismariona,-,2026-05-09,instagram,otros,neutra
18069575648680343,comentario,3892503169525139774,Ana Maria Martínez,"Y está estupendo ojalá llegue yo a esa edad así, me gustaría escuchar la entrevista este señor me suena muchísimo además vive cerca de mí casa",2,jud19_90,-,2026-05-09,instagram,politica,positiva
18197331607360744,comentario,3892503169525139774,Ana Maria Martínez,Muchas felicidades Pepe!! 😘,1,sanlloan,-,2026-05-09,instagram,reaccio_emocional,positiva
17938802436217180,comentario,3892503169525139774,Ana Maria Martínez,"Gracias alcaldesa , por su entregra y cercanía al visitar a este guapo y sabio vecino 😍🥂",1,marisolruizfernandezz,-,2026-05-09,instagram,politica,positiva
18016777538685759,comentario,3892503169525139774,Ana Maria Martínez,❤️❤️❤️,1,escobarcarreras,-,2026-05-08,instagram,otros,positiva
18099525832866117,comentario,3892503169525139774,Ana Maria Martínez,Te acuerdas de este hombre,1,rousgarcia_8,-,2026-05-08,instagram,otros,neutra
18120945529655803,comentario,3892503169525139774,Ana Maria Martínez,Lo conozco de siempre me  alegro de que este  genial no pasa oos años en el ❤️,0,rousgarcia_8,-,2026-05-10,instagram,tecnologia_innovacio,positiva
18338981377175644,comentario,3896312372461175539,Ana Maria Martínez,😍🤍,1,sensilisoficial,-,2026-05-14,instagram,otros,positiva
17962852551019674,comentario,3894593026064486814,Radio Rubí,👏👏👏👏,0,matildee.al,-,2026-05-13,instagram,otros,positiva
17924693667322030,comentario,3894593026064486814,Radio Rubí,"Grande empresário, homem honesto e de grande caráter",0,andre__dantas28,-,2026-05-12,instagram,otros,neutra
18066544793361323,comentario,3894580517012641903,Veïns per Rubí (VR),"Pues si, a veure si es fiquen les piles de veritat. A Bueno ara potser sí que arriben les eleccions. HE DIT 🔥",0,thierrylasnebenazet_photo,-,2026-05-12,instagram,politica,negativa
17889994458498194,comentario,3894580517012641903,Veïns per Rubí (VR),Jajajaja👏👏👏👏,0,nuria.lopez.9737,-,2026-05-11,instagram,otros,positiva
17989135868972799,comentario,3894580517012641903,Veïns per Rubí (VR),Nuestro ayuntamiento @rubi_ciutat todavía no es consciente del incremento de la población tanto en urbanizaciones como en rubi . Es el momento que se empiece a tomar en cuenta el descontento generalizado debido a la falta de mantenimiento de las urbanizaciones y periferia 🏡. Necesitamos soluciones ya ! ⏱️ menos fiestas y más mantenimiento ! @anamartinez_rubi #rubicity,0,1980karolina,-,2026-05-11,instagram,cultura_fiestas,neutra
18091554959206523,comentario,3894580517012641903,Veïns per Rubí (VR),🔥,0,bcnchip,-,2026-05-11,instagram,otros,negativa
