id,tipo,publicacion,likes,partido,fecha_publicacion,platform,tematica
3904140576223701665,post,"Campiones d’Europa!!!! 🏆

Les rubinenques @centpatins s’han proclamat campiones d’Europa i sumen així el segon títol de la seva història. Quin orgull veure com continueu fent història! Enhorabona!

Un èxit immens que ens omple el cor d’orgull ❤️👏
——
Campiones d’Europa!!!! 🏆

Les rubinenques de @centpatins s’han proclamat campiones d’Europa i sumen així el segon títol de la seva història. Quin orgull veure com continueu fent història!

Un èxit immens que ens omple el cor d’orgull ❤️👏
——
¡Campeonas de Europa!!!! 🏆

Las rubinenses  @centpatins se han proclamado campeonas de Europa y suman así el segundo título de su historia. ¡Qué orgullo ver cómo seguís haciendo historia! ¡Enhorabuena!

Un éxito inmenso que nos llena el corazón de orgullo ❤️👏

#centpatins #campionesdeuropa #orgull #rubí",160,Ana Maria Martínez,2026-05-24,instagram,reaccio_emocional
3891171473658877905,post,"🚶 Saps que podràs creuar la riera des d’un altre punt? L’Ajuntament ha signat un conveni de col·laboració amb B. Braun per fer possible una nova passarel·la de vianants i ciclistes que connectarà diferents espais del seu campus, actualment separats per la riera.

El projecte neix d’una necessitat interna de l’empresa, però va més enllà. Quan estigui acabat, la passarel·la passarà a ser municipal i quedarà oberta a tothom. És a dir: no només connectarà edificis, sinó també barris, persones i maneres de moure’ns per la ciutat.

Les obres es preveuen a partir de finals de 2028 (encara queda camí administratiu i tècnic per recórrer). Però la mirada és clara: mobilitat més sostenible, més seguretat i una ciutat més ben connectada. 

📸 Per cert, les imatges virtuals que veieu corresponen a un disseny conceptual i poden patir modificacions al llarg del desenvolupament del projecte.

#rubi_ciutat #rubicity #rubi",692,Ajuntament de Rubí,2026-05-06,instagram,mobilitat_transit
3898440855283317521,post,"🎙️ Juanjo Giner, portavoz del PP en el Ayuntamiento de Rubí, #EnClaveLocal

Rubí tiene un enorme potencial por su ubicación, pero no está bien aprovechada.

Escuchar a los vecinos, dar la cara y trabajar problema a problema es la base para mejorar la ciudad.

El cambio es posible cuando se está cerca de la gente y se ofrecen soluciones.",46,Partido Popular de Barcelona,2026-05-16,instagram,politica
3899707682749175425,post,"Quina gran edició de la Fira de la Cervesa Artesana i el Formatge!

🍻🧀 Aquest cap de setmana, la Rambla del Ferrocarril s’ha omplert a vessar de bon ambient, productes de proximitat i molt de ritme.

Un recorregut perfecte per tastar maridatges únics en un espai ideal. Vull donar les gràcies als 19 productors de cervesa artesana pel seu gran nivell i, sobretot, a tots els participants i veïns que us hi heu acostat a gaudir de la cultura gastronòmica i de la música en directe!

👉 Quin ha estat el vostre maridatge preferit? Amb quin formatge us quedeu? 
——
¡Qué gran edición de la Feria de la Cerveza Artesana y el Queso!

🍻🧀 Este fin de semana, la Rambla del Ferrocarril se ha llenado de buen ambiente, productos de proximidad y mucho ritmo.

Un recorrido perfecto para degustar maridajes únicos en un espacio ideal. Quiero dar las gracias a los 19 productores de cerveza artesana por su gran nivel y, sobre todo, a todos los participantes y vecinos que os habéis acercado a disfrutar de la cultura gastronómica y de la música en directo.

👉 ¿Cuál ha sido vuestro maridaje favorito? ¿Con qué queso os quedáis? 

#rubí #feriacervezaartesana #feriaquesoartesano",158,Ana Maria Martínez,2026-05-18,instagram,cultura_fiestas
3902759980035562267,post,"Amb orgull.
Orgull de ciutat.
Orgull de teixit empresarial.
I orgull de la nostra gent.

❤️ Gràcies per aquesta meravellosa nit de l’empresa 2026.
——
Con orgullo.
Orgullo de ciudad.
Orgullo de tejido empresarial.
Y orgullo de nuestra gente.

❤️ Gracias por esta maravillosa Noche de la Empresa 2026.

#orgulldeciutat #rubialcor #nitdelempresa",156,Ana Maria Martínez,2026-05-22,instagram,reaccio_emocional
3896647805414507500,post,"😋 Si és dijous de maig, és dijous de Primavera de Tapes a Rubí! Tots els dijous del mes de maig, 40 restauradors i restauradores ofereixen tapa i beguda per 4,50 euros. Aquestes són algunes de les propostes que podeu tastar avui! Quines heu tastat vosaltres?
✅ Trobareu tota la informació a www.rubi.cat/primaveradetapes

#rubi #rubicity #gastronomia #primaveradetapes #tapes",173,Ajuntament de Rubí,2026-05-14,instagram,seguridad
3899080423035280102,post,"‼️ Can Serrallach no puede seguir así. Un camino lleno de abandono, sin mantenimiento y peligroso para los vecinos que suben hacia Sant Muç.

Los vecinos llevan años reclamando soluciones y el Ayuntamiento sigue mirando hacia otro lado.
Las urbanizaciones también son Rubí.

Con Juanjo Giner.
Seguridad, Orden y Limpieza.",18,Partido Popular de Rubí,2026-05-17,instagram,urbanismo_limpieza
3894460178863126499,post,"🐶 La Violeta, el Cupido, la Linda, el Draco, la Kira i el Brownie són alguns dels gossos recollits a Rubí que esperen adopció! 

Hi ha noms que, quan els llegeixes, ja et desperten alguna cosa. I després els coneixes… i encara costa més entendre com han acabat sense casa.

Ara mateix, a Rubí hi ha 21 gossos i 19 gats esperant una família. Alguns són juganers, d’altres més tranquils. N’hi ha que confien de seguida i n’hi ha que necessiten una mica més de temps. Però tots tenen una cosa en comú: necessiten algú que no els torni a fallar.

Adoptar és compromís, paciència i ganes de cuidar. Sobretot amb animals que han passat per canvis, estrès o abandonament. I sí, alguns dels gossos són races considerades potencialment perilloses. Però el que marca la diferència no és la raça. És l’educació, l’entorn i les persones que tenen al costat.

📲 Potser no pots adoptar. Però compartir aquest missatge també ajuda. I molt.

📩 Si vols donar una oportunitat a algun d’aquests animals, escriu a benestaranimal@ajrubi.cat

#rubi_ciutat #rubicity #rubi",357,Ajuntament de Rubí,2026-05-11,instagram,animals_fauna
3900559573541590168,post,"⛲️ Años de abandono han convertido la fuente de Crtra Sant Cugat en una imagen vergonzosa para Rubí.

Suciedad, iluminación rota y dejadez total en una de las entradas de la ciudad. Mientras el Ayuntamiento mira hacia otro lado, los vecinos seguimos perdiendo espacios emblemáticos de Rubí.

La falta de mantenimiento siempre acaba costando más a todos.

Con Juanjo Giner.
Seguridad, orden y limpieza.

#RubiCity | #RubiConJuanjoGiner",30,Partido Popular de Rubí,2026-05-19,instagram,urbanismo_limpieza
3893920004779890226,post,"🩷 El rosa ha tornat a envair els carrers de Rubí! Prop de 2.400 persones inscrites i gairebé 11.000 euros recaptats a benefici d'@oncolligarubi. Aquestes són les xifres de rècord de la Cursa de la Dona de Rubí 2026, tota una festa de ciutat.

Gràcies a tothom: participants i entitats i empreses col·laboradores. Junts hem donat visibilitat a l'esport femení i hem sumat per una gran causa solidària!

@clubnataciorubi @uarrubi @duinclub @condis_rubi_mercat @oncolligarubi @cowboysmcrubi @dibacat

#rubi_ciutat #rubicity #rubiesport #rubi",1665,Ajuntament de Rubí,2026-05-10,instagram,deporte
3897707131524696050,post,"🎙 Juanjo Giner, portavoz del PP en el Ayuntamiento de Rubí, #EnClaveLocal

Rubí lleva más de 20 años esperando un hospital de referencia que nunca llega.

Promesas incumplidas y proyectos paralizados mientras crece la necesidad sanitaria.

Si otras administraciones no actúan, hay que buscar soluciones para que el hospital sea una realidad.",45,Partido Popular de Barcelona,2026-05-15,instagram,politica
3900631838896480392,post,"📣 Torna el Teatre sense Teatre, i ja en fa deu edicions! Apunta a la teva agenda: 

🗓️ 4, 5, 6 i 7 de juny
📍 Pl. Celler, Ateneu Municipal, Amfiteatre del parc del Castell, pati de l’Escola Pau Casals i Teatre Municipal La Sala

Prepara’t per gaudir un cop més de les millors companyies de teatre de carrer. Nou espectacles i dotze funcions per a tots els públics que et faran riure, reflexionar, emocionar-te... 

Consulta la programació a ➡️ www.rubi.cat/teatresenseteatre i reserva entrada en aquells casos puntuals que ho requereixi.",158,Ajuntament de Rubí,2026-05-19,instagram,cultura_fiestas
3897551178645018761,post,"🟣 Rubí guarda la memòria de la que va ser la seva veïna Neus Català i Pallejà, en homenatge a la seva lluita contra el franquisme i per l’alliberament de les dones deportades durant el Nazisme. Una plaça de Les Torres porta el seu nom. La seva lluita és el nostre impuls
💪 Recuperem la memòria del feminisme de Rubí! Participa: www.rubi.cat/memoriafeminista

#rubi #memoriafeminista #rubicity #neuscatala",832,Ajuntament de Rubí,2026-05-15,instagram,memoria_historia
3908460918624921782,post,"Éxit de públic a la 22a Fira de la primavera 🌻

15è Mercat del trasto 🔄

9a trobada d'il.lustradores ✒️

Gràcies al totes les persones que ho fan possible 🫶

#art #pagesia #rubicity",11,En Comú Podem Rubí,2026-05-30,instagram,politica
3895240208235521568,post,"💃 Este fin de semana hemos tenido el placer de asistir a la celebración de la Cruz de Mayo organizada por la Casa de Andalucía de Rubí.

Una jornada llena de tradición, cultura y convivencia, en la que hemos podido compartir momentos muy especiales con los rubinenses.

Desde el Partido Popular de Rubí queremos agradecer la gran acogida y felicitar a todos los miembros de la entidad por mantener vivas nuestras tradiciones y fomentar la unión entre culturas.

¡Enhorabuena por esta magnífica celebración! 💚🤍💚

#RubiCity | #RubiConJuanjoGiner",19,Partido Popular de Rubí,2026-05-12,instagram,cultura_fiestas
3898932070190470759,post,"️‍🏳️‍🌈🏳️‍⚧️ Avui és 17 de maig, Dia Internacional contra l'LGBTI-fòbia. Per primera vegada, Rubí ha commemorat aquesta data amb un acte obert que ha posat el focus en la denúncia de les violències i discriminacions que han patit al llarg de la seva vida les persones grans del col·lectiu LGBTI+. La iniciativa ha consistit en la projecció del documental «Petjades (in)visibles» de la @fundacio_enllac i en un col·loqui posterior amb dues de les seves protagonistes.

L'acte ha tingut lloc a la Residència Rubí, que col·labora actualment amb l'Ajuntament per incorporar la perspectiva LGBTI+ en la seva cultura organitzativa, amb formació, la creació d'agents d'igualtat i diversitat, i l'eboració d'un protocol específic.

La imatge del Dia Internacional contra l'LGBTI-fòbia a Rubí l'ha creat la il·lustradora local @araceli_plata, i és una adaptació d'una cèlebre fotografia de Colita de la primera manifestació pels drets de les persones LGBTI+ que va tenir lloc a Barcelona el 1977.  Aquest 17M, preservem la memòria, combatem prejudicis i treballem per crear espais de convivència segurs i inclusius!

I recorda: Rubí disposa d'un Servei d'Atenció Integral per a lesbianes, gais, bisexuals, trans*, intersexuals i més. En trobaràs més informació a ➡️ www.rubi.cat/sailgbti

#rubi_ciutat #rubicity #rubi #LGBTI",167,Ajuntament de Rubí,2026-05-17,instagram,igualtat_diversitat
3896149389299218457,post,"💪 Torna el Camina, Corre i Balla pel càncer infantil!

✅ 7 de juny, Can Rosés: curses, zumba, bingo i molta solidaritat.

🤩 Vine i col·labora, de la manera que puguis, tot suma!

Més informació ➡️ www.rubi.cat",154,Ajuntament de Rubí,2026-05-13,instagram,cultura_fiestas
3891907326152834710,post,"🎂 Per molts anys, José! 

Avui celebrem que el nostre veí José Cuadrado López ha fet cent anys. Va néixer el 7 de maig de 1926 a Almeria i amb només dinou anys es va traslladar a Catalunya. Des de fa setanta, resideix a Rubí.

Ha dedicat la seva vida laboral a la construcció, professió que li va permetre aixecar la seva pròpia llar als anys 50.

Avui, amb motiu d’un aniversari tan especial, el José ha rebut la visita de l’alcaldessa, @anamartinez_rubi, i de la regidora de Gent Gran Activa, M. Carmen Alarcón, que l’han obsequiat amb l’habitual placa commemorativa.

José, esperem que gaudeixis molt celebrant aquest feliç centenari amb la teva família.

#rubi_ciutat #rubicity #rubi",415,Ajuntament de Rubí,2026-05-07,instagram,politica
3897522649234962583,post,"‼️Trabajas años para comprar una vivienda… y cuando por fin es tuya, te la ocupan.

El problema no es solo la okupación. El problema es un gobierno que mira hacia otro lado.

En Rubí, quien cumple la ley no puede seguir siendo el perjudicado. Rubí necesita más seguridad. 

Con Juanjo Giner:
Seguridad, Orden y Limpieza.",72,Partido Popular de Rubí,2026-05-15,instagram,okupacion
3904669367354820466,post,"Resum en imatges de la singular 40a edició de la festa dels Xatos que aquest diumenge s'ha celebrat a Rubí, però no a l'ermita de Sant Muç, com sempre, per culpa de les restriccions per la pesta porcina.

Imatges cedides pel @grupfotograficelgra 

Pots recuperar tota la informació de la festa dels Xatos a l'enllaç de la biografia

#rubicity @rubi_ciutat @esbartderubi @gegantsrubi @sardanesrubi",96,Radio Rubí,2026-05-25,instagram,cultura_fiestas
3909354572671414265,post,"🌳Nou contracte de manteniment dels espais verds basat en les directrius del Pla director del Verd Urbà i dividit en lots.
 
👉Alguna de les novetats:
-✅Reducció de la petjada hídrica i adaptar-se a l'emergència climàtica
-✅telecontrol de la xarxa de reg
-✅protocols contra la legionel·losi
-✅l'electrificació parcial dels vehicles
-✅nou servei d'esporga de restes vegetals (obert gratuïtament a la ciutadania)
-✅nou sistema informàtic que permetrà conèixer l'estat fitosanitari dels arbres de manera individualitzada
-✅controls bimensuals al centenar d'àrees de joc infantil de la ciutat
 
📽️T’ho explica en 40 segons el regidor de Sostenibilitat i Medi, l’Andrés Medrano Muñoz; 📍En Comú Podem Rubí, treballem per una ciutat més Verd i Saludable.

#rubicity #rubi_ciutat",6,En Comú Podem Rubí,2026-05-31,instagram,medio_ambiente
3909455660353887791,post,"Festa do Camiño, é un pracer estar coa @irmandadegalegarubi Galega de Rubí. Grazas por manter vivas as tradicións, a gastronomía e o amor por Galicia e enriquecer a cultura da cidade. Viva Galicia e viva Rubí !
#rubicity #galiciacalidade",18,Jordi Arnaiz,2026-05-31,instagram,cultura_fiestas
3904940244633942901,post,"Festa dels Xatos!

Cultura, tradició, balls i, sobretot, l’escalf de tots els veïns i veïnes que us vau apropar a compartir aquesta jornada tan nostra.
Moltíssimes gràcies a les entitats de cultura popular i a tothom qui ha fet possible que, un any més, la tradició continuï ben viva en un escenari immillorable.

Llisca per veure els millors moments! 📸👇
——
Cultura, tradición, bailes y, sobre todo, el calor de todos los vecinos y vecinas que os acercasteis a compartir esta jornada tan nuestra.

Muchísimas gracias a las entidades de cultura popular y a todos los que habéis hecho posible que, un año más, la tradición continúe bien viva en un escenario inmejorable.

¡Desliza para ver los mejores momentos! 📸👇

#FestaDelsXatos #Rubí #CulturaPopular #Tradicions #ParcDelCastell",59,Ana Maria Martínez,2026-05-25,instagram,cultura_fiestas
3910158763379804211,post,"Emotiu acte de cerimònia de col·locació de la nova figura de Sant Muç a l'ermita dedicada a ell. Una reproducció fidedigna del original. 

Mossèn Joaquim Massaguerha fet la benedicció, i @obrador.coral i  @esbartderubi ha fet el ball d'homenatge.

Gràcies al @centre_estudis_rubinenc per preservar aquesta ermita única de la nostra ciutat patrimoni històric de #Catalunya . M'ha fet recordar molts bon moments de l'infancia .

#memoriahistórica #cultura",18,Jordi Arnaiz,2026-06-01,instagram,cultura_fiestas
3909355695853561078,post,"👏🏻 Gegants i geganteres, enhorabona!👏🏻

És una alegria immensa saber que Rubí ha estat escollida per acollir la XXXI Trobada Comarcal del Vallès. 

Una fita històrica que arriba just 31 anys després que la nostra ciutat l’acollís per primera vegada.

Gràcies a la Colla de Geganters de Rubí @gegantsrubi  per la vostra feina incansable, per portar el nom de la nostra ciutat arreu i per teixir aquest projecte tan bonic que farà partícip a tot Rubí.

Estem preparats per viure una festa de ciutat majúscula, plena d’il·lusió i tradició. Teniu tot el nostre compromís per acompanyar-vos en aquest gran camí. 
——
👏🏻¡Gegants y geganteres, enhorabuena!👏🏻 

Es una alegría inmensa saber que Rubí ha sido escogida para acoger la XXXI Trobada Comarcal del Vallès. Un hito histórico que llega justo 31 años después de que nuestra ciudad la acogiera por primera vez.

Gracias a la Colla de Geganters de Rubí @gegantsrubi por vuestro trabajo incansable, por llevar el nombre de nuestra ciudad a todas partes y por tejer este proyecto tan bonito que hará partícipe a todo Rubí.

Estamos preparados para vivir una fiesta de ciudad mayúscula, llena de ilusión y tradición. Tenéis todo nuestro compromiso para acompañaros en este gran camino. 

#Rubi #CulturaGeganera #TrobadaComarcal #Gegantsderubí",81,Ana Maria Martínez,2026-05-31,instagram,cultura_fiestas
3910116968407105889,post,"Gràcies per la sessió sobre seguretat 🫆 digital Abel Costela Travé @abe1ine 🫶

Hem après molt, hem debatut 🔜 

La seguretat és una prioritat per a En Comú Podem Rubí‼️",10,En Comú Podem Rubí,2026-06-01,instagram,politica
3909947977724927071,post,"📢 Xerrada: Intel·ligència Artificial — Segona Part
El 10 de juny a les 19 h continuem explorant la IA amb una sessió pràctica centrada en aplicacions per al dia a dia.

Parlarem de:
✔ Com fer-la servir bé
✔ Ús ètic i responsable
✔ Fiabilitat
✔ Seguretat

#SalaNeusCatala #Comunicacio #ECP #IA #RubiCity",7,Sala Neus Català,2026-06-01,instagram,tecnologia_innovacio
3908615736809011003,post,"🐙 Un año más, Rubí se llena de música, tradición y sabor con la Festa das Letras Galegas.

Quiero agradecer a la Irmandade Galega su compromiso diario, por mantener vivas nuestras raíces y por seguir enriqueciendo nuestra vida cultural.

Esta celebración es el reflejo de lo que somos: una ciudad abierta, acogedora y diversa, donde es un placer encontrarse, compartir y convivir. ¡Gracias a todas las personas que lo hacen posible!
——
🐙 Un any més, Rubí s’omple de música, tradició i sabor amb la Festa das Letras Galegas!

Vull agrair a la Irmandade Galega el seu compromís diari, per mantenir vives les nostres arrels i per continuar enriquint la nostra cultura.

Aquesta celebració és el reflex del que som: una ciutat oberta, acollidora i diversa, on és un plaer trobar-se, compartir i conviure. Gràcies a totes les persones que ho fan possible!

#LetrasGalegas #Rubi #Cultura",52,Ana Maria Martínez,2026-05-30,instagram,cultura_fiestas
3909786671016579961,post,"👉🏻 He tingut l’honor d’assistir a la inauguració i benedicció de la restaurada Ermita de Sant Muç, un espai que forma part de la nostra història, del nostre patrimoni i de la memòria col·lectiva de generacions de rubinencs i rubinenques.

La recuperació de l’ermita i el retorn de la imatge de Sant Muç al seu lloc tenen un gran valor simbòlic. És un pas important per preservar allò que ens identifica com a ciutat i per tornar a posar en valor un espai estimat per la ciutadania.

Gràcies a totes les persones i entitats que han fet possible aquest projecte tan necessari. Continuem treballant perquè ben aviat tothom pugui tornar a gaudir plenament d’aquest indret tan emblemàtic.

Preservar el patrimoni és preservar la nostra història i reforçar allò que ens uneix com a comunitat.
——
👉🏻 He tenido el honor de asistir a la inauguración y bendición de la restaurada Ermita de Sant Muç, un espacio que forma parte de nuestra historia, de nuestro patrimonio y de la memoria colectiva de generaciones de vecinos y vecinas de Rubí.

La recuperación de la ermita y el regreso de la imagen de Sant Muç a su lugar tienen un gran valor simbólico. Es un paso importante para preservar aquello que nos identifica como ciudad y para volver a poner en valor un espacio muy querido por la ciudadanía.

Gracias a todas las personas y entidades que han hecho posible este proyecto tan necesario. Seguimos trabajando para que muy pronto toda la ciudadanía pueda volver a disfrutar plenamente de este lugar tan emblemático.

Preservar el patrimonio es preservar nuestra historia y reforzar aquello que nos une como comunidad.

#Rubí #SantMuç #Patrimoni #Història #culturarubí",98,Ana Maria Martínez,2026-06-01,instagram,cultura_fiestas
3889528260034474278,post,"👉🏼👉🏼 Fa dues setmanes es van fer uns treballs puntuals de millora de l'asfalt al camí d'Ullastrell, amb una qualitat d'acabats poc satisfactòria.

⚠️⚠️ En l'execució dels treballs amb trànsit rodat, les mesures de seguretat podrien haver sigut més rigoroses.

🚧🚧 L'empresa va deixar la runa al costat de la via, i encara no l'han retirat.

⛔⛔ Les urbanitzacions continuen abandonades pel govern del PSC i En Comú Podem.

💚💚 Veïns per Rubí continua al costat del veïnat de les urbanitzacions.

#rubicity #rubiciutat #rubiurbanitzacions #somgentcomtu #somlalternativa",121,Veïns per Rubí (VR),2026-05-04,instagram,politica
3894888670569705027,post,"Rubí al ❤️ : La nostra gent, el nostre orgull!

Rubí és la seva gent. I no hi ha res que ens arribi més al COR que veure com els nostres barris prenen vida a través de l’art. 

🎨 Per tercer any consecutiu, el projecte “Els rostres de la ciutat” arriba als nostres carrers, aquesta vegada en el marc de la COLOR Week i centrat en el barri de Ca n’Oriol. Volem donar un agraïment immens al Teo Vázquez per la sensibilitat amb què ha entrevistat els nostres veïns i veïnes, coneixent les seves històries de vida i fotografiant-los de la manera més espontània possible. 

El resultat és aquest meravellós mosaic que ens recorda per què sentim tant d’orgull de Rubí. A partir d’avui, aquests rostres tan emblemàtics us donaran la benvinguda i us faran somriure quan traspasseu el pont del carrer de la Mare de Déu de Lourdes. 

😊Us convidem a apropar-vos a Ca n’Oriol per conèixer de prop aquest treball artístic!
——
Rubí al ❤️: ¡Nuestra gente, nuestro orgullo!

Rubí es su gente. Y no hay nada que nos llegue más al corazón que ver cómo nuestros barrios cobran vida a través del arte. 

🎨 Por tercer año consecutivo, el proyecto “Els rostres de la ciutat” llega a nuestras calles, esta vez en el marco de la COLOR Week y centrado en el barrio de Ca n’Oriol. Queremos dar un agradecimiento inmenso a Teo Vázquez por la sensibilidad con la que ha entrevistado a nuestros vecinos y vecinas, conociendo sus historias de vida y fotografiándolos de la manera más espontánea posible. 

El resultado es este maravilloso mosaico que nos recuerda por qué sentimos tanto orgullo de Rubí. A partir de hoy, estos rostros tan emblemáticos os darán la bienvenida y os harán sonreír al cruzar el puente de la calle de la Mare de Déu de Lourdes. 

😊 ¡Os invitamos a acercaros a Ca n’Oriol para conocer de cerca este trabajo artístico!

#Rubí #RubiAlCor #Orgulldeciutat #ColorWeek",509,Ana Maria Martínez,2026-05-11,instagram,igualtat_diversitat
3897061592302374562,post,"Torna una de les nostres cites preferides! 🍻🧀

Els dies 15, 16 i 17 de maig, la Rambla del Ferrocarril s’omple de sabor amb l’11a edició de la Fira de la Cervesa Artesana i el Formatge. Una oportunitat perfecta per donar suport al producte local amb les cerveses 100% rubinenques de Bertus i Fox & Hops.

Vine a gaudir de:
 🍻 Cerveses artesanes de proximitat 
 🧀 La millor selecció de formatges 
 🎶 Música en directe i el millor ambient

No t’ho perdis!
——
¡Vuelve una de nuestras citas favoritas! 🍻🧀

Los días 15, 16 y 17 de mayo, la Rambla del Ferrocarril se llena de sabor con la 11a edición de la Fira de la Cervesa Artesana i el Formatge. Una oportunidad perfecta para apoyar el producto local con las cervezas 100% rubinenques de Bertus y Fox & Hoyos.

Ven a disfrutar de:
 🍻Cervezas artesanas de proximidad
 🧀 La mejor selección de quesos
 🎶 Música en directo y el mejor ambiente 

¡No te lo pierdas!

#Rubí #FiraCervesaFormatge #ProducteLocal #orgulldeciutat",142,Ana Maria Martínez,2026-05-14,instagram,cultura_fiestas
3892003880791436625,post,"🎂Moltes felicitats, @totrubi! 🎂

10 anys de vida del Tot Rubí, una dècada de periodisme local, compromís i proximitat. Durant aquests anys, heu sabut explicar la ciutat des del carrer i connectar amb molts rubinencs i rubinenques, convertint-vos en un referent informatiu.

També celebrem un nou pas endavant amb la fusió amb el Diari de Rubí: la unió de dues capçaleres històriques per impulsar un projecte encara més fort i amb més veu per a la ciutat.

Gràcies al Ramon, al Xavi Grau i a tot l’equip per la vostra dedicació, perseverança i per continuar apostant per un periodisme independent i de qualitat per a Rubí.

👏🏻 Per molts anys més.
——
🎂 ¡Muchas felicidades, @totrubi! 🎂

10 años de vida de Tot Rubí, una década de periodismo local, compromiso y proximidad. Durante todos estos años, habéis sabido explicar la ciudad desde la calle y conectar con muchos vecinos y vecinas de Rubí, convirtiéndoos en un referente informativo.

También celebramos un nuevo paso adelante con la fusión con el Diari de Rubí: la unión de dos cabeceras históricas para impulsar un proyecto todavía más fuerte y con más voz para la ciudad.

Gracias a Ramon, a Xavi Grau y a todo el equipo por vuestra dedicación, perseverancia y por seguir apostando por un periodismo independiente y de calidad para Rubí.

👏🏻 Por muchos más.

#10TotRubi #Periodismelocal #orgulldeciutat #rubialcor",64,Ana Maria Martínez,2026-05-07,instagram,reaccio_emocional
3888088590660488198,post,"📱 Les tecnologies no són perjudicials per elles mateixes però, en funció de com s’utilitzen, poden afectar el desenvolupament físic, psíquic i social dels infants i adolescents. Per això et convidem a fer-los un bon acompanyament digital. 

Com pots fer-ho? Ensenya’ls a diferenciar el temps d’ús entre temps d’estudi o feina i d'oci, i fomenta moments d’oci allunyats de les pantalles.

Protegeix infants i joves, posa límits.

I recorda que a Rubí disposes d’un Servei d’Informació sobre Addiccions (SIA) que et pot ajudar. En trobaràs tota la informació a ➡️ www.rubi.cat/addiccions.

A Rubí, salut digital.

#rubi_ciutat #rubicity #rubi",17,Ajuntament de Rubí,2026-05-02,instagram,seguridad
3892503169525139774,post,"🎂 ¡Hoy celebramos los 100 años del rubinense Jose!

Toda una vida de trabajo, esfuerzo y compromiso, dejando huella en Rubí desde los 19 años.

Gracias por dejarme compartir un ratito contigo, felicitándote y escuchando todos los recuerdos y vivencias de estos 100 años de historia.

Cada vez que os visito para celebrar el cumpleaños, se me llena el corazón de orgullo al saber que habéis formado parte de la historia de Rubí durante tantos años.

🎂 Gracias por todo… ¡y por muchos años más!

——
🎂 Avui celebrem els 100 anys del rubinenc Jose! 

Tota una vida de treball, esforç i compromís, deixant empremta a Rubí des dels 19 anys. 

Gràcies per deixar-me compartir una estoneta amb tu, felicitant-te i escoltant tots els records i vivències d’aquests 100 anys d’història. 

Cada vegada que us visito per celebrar l’aniversari, se m’omple el cor d’orgull sabent que heu format part de la història de Rubí durant tants anys.

🎂 Gràcies per tot… i per molts anys més!

#Rubialcor #rubí #centenaris",214,Ana Maria Martínez,2026-05-08,instagram,reaccio_emocional
3892461151933523488,post,"🎫 Avui s'ha publicat 'Todo va por mi', el nou senzill de @soniamadoc. L'hem tingut al magazín 'Rubí al dia', on ens ha explicat que la cançó és una reivindicació a l'empoderament i la i renovació personal. Durant l'entrevista, la cantant resident a Rubí ens ha parlat del seu passat, els seus plans de futur i la seva vida a la ciutat. Entrevista completa a radiorubi.cat!",22,Radio Rubí,2026-05-08,instagram,obras_infraestructuras
3892607097036666385,post,"🚆PRIMERES IMATGES tren de mercaderies que ha descarrilat a la R8 a l’alçada de Rubí. Alguns testimonis dels fets asseguren que ha estat un petit incident a sota el pont de l’autopista. La circulació està aturada i els serveis tècnics treballen per treure el comboi de la via. 
Llegeix els detalls al nostre web. Trobaràs l’enlkaç a la biografia.
 #rubicity #Rubí #R8 #descarrilament #rodalies",323,Radio Rubí,2026-05-08,instagram,seguridad
3896048934854667906,post,"🚔Treballem plegats per una ciutat encara més segura!

Hem dut a terme un operatiu conjunt amb 👮‍♀️ Policia Nacional i 👮 Mossos d'Esquadra, reforçant la coordinació entre cossos per garantir la seguretat i el benestar de la ciutadania.

Des de la Policia local de Rubí hem participat activament en dispositius de:

💎Seguretat Ciutadana.
💎Policia Administrativa.
💎Estrangeria.

✅ Aquestes actuacions responen a les molèsties i sensació d'inseguretat detectades en alguns locals i espais públics del municipi. Hem realitzat comprovacions per assegurar el compliment de la normativa i preservar la convivència veïnal.

❌Aquests dispositius s'aniran reiterant.

🤝 La coordinació entre cossos és clau.
🏗️ La seguretat de Rubí és una feina de tots.

#policiarubi #rubicity #rubi #capturarubi #rubi_ciutat",118,Policia Local de Rubí,2026-05-13,instagram,seguridad
